,Average_salary,Title,Seniority,Rating,Hourly,Employer_provided,Company_age,Industry,Sector,Type of ownership,Size,State
260,124.5,director,other,4.0,0,,10,Internet,Information Technology,Company - Private,501 to 1000 employees,NY
261,124.5,analyst,other,3.6,0,,-1,IT Services,Information Technology,Company - Private,51 to 200 employees,NJ
262,124.5,data scientist,senior,3.8,0,,18,Internet,Information Technology,Company - Public,1001 to 5000 employees,NY
263,124.5,data engineer,other,3.9,0,,10,Investment Banking & Asset Management,Finance,Company - Private,1001 to 5000 employees,NY
264,124.5,data engineer,other,4.4,0,,36,Investment Banking & Asset Management,Finance,Company - Private,1001 to 5000 employees,NY
265,124.5,other,senior,3.6,0,,19,Other Retail Stores,Retail,Company - Public,501 to 1000 employees,NY
266,124.5,machine learning engineer,other,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,NY
267,124.5,data scientist,senior,-1.0,0,,-1,-1,-1,Nonprofit Organization,1 to 50 employees,NJ
268,124.5,data scientist,senior,3.7,0,,31,Video Games,Media,Company - Public,1001 to 5000 employees,NY
269,124.5,data scientist,other,4.1,0,,14,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,NY
270,124.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,NY
271,124.5,analyst,other,4.4,0,,23,Investment Banking & Asset Management,Finance,Company - Private,1001 to 5000 employees,NY
272,124.5,data scientist,senior,3.7,0,,10,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,NY
273,124.5,data scientist,other,2.5,0,,-1,Advertising & Marketing,Business Services,Company - Private,1 to 50 employees,NY
274,124.5,analyst,other,4.9,0,,18,Internet,Information Technology,Company - Private,51 to 200 employees,NY
275,111.5,data scientist,senior,3.6,0,,18,Advertising & Marketing,Business Services,Company - Private,501 to 1000 employees,NY
276,111.5,data scientist,senior,3.6,0,,16,Internet,Information Technology,Company - Private,201 to 500 employees,NY
277,111.5,data scientist,senior,3.3,0,,31,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,NY
278,111.5,analyst,other,3.6,0,,48,Financial Analytics & Research,Finance,Company - Private,201 to 500 employees,NY
279,111.5,researcher,other,5.0,0,,-1,Financial Analytics & Research,Finance,Company - Private,51 to 200 employees,NY
280,111.5,data scientist,senior,3.8,0,,18,Internet,Information Technology,Company - Public,1001 to 5000 employees,NY
281,111.5,analyst,other,4.8,0,,7,Health Care Services & Hospitals,Health Care,-1,201 to 500 employees,NY
282,111.5,other,other,4.1,0,,183,Health Care Services & Hospitals,Health Care,Hospital,10000+ employees,NY
283,111.5,analyst,other,4.4,0,,13,IT Services,Information Technology,Company - Private,201 to 500 employees,NY
284,111.5,analyst,other,3.3,0,,55,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,NY
285,111.5,machine learning engineer,other,3.7,0,,120,Banks & Credit Unions,Finance,Company - Public,10000+ employees,NY
286,111.5,analyst,other,4.1,0,,79,Federal Agencies,Government,Government,10000+ employees,NY
287,111.5,other,other,4.5,0,,20,Internet,Information Technology,Company - Public,10000+ employees,NY
288,111.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,NY
289,111.5,data scientist,senior,3.6,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,NJ
290,111.5,data scientist,senior,3.2,0,,240,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,NY
291,111.5,data scientist,senior,3.8,0,,167,Brokerage Services,Finance,Company - Private,5001 to 10000 employees,NY
292,111.5,machine learning engineer,other,4.1,0,,40,Staffing & Outsourcing,Business Services,Company - Private,501 to 1000 employees,NY
293,111.5,other,other,4.8,0,,7,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,NY
294,111.5,data engineer,other,3.9,0,,15,Sports & Recreation,"Arts, Entertainment & Recreation",Company - Private,501 to 1000 employees,NY
295,111.5,data engineer,other,3.6,0,,53,Stock Exchanges,Finance,Company - Public,1001 to 5000 employees,NY
296,111.5,researcher,other,3.9,0,,10,Investment Banking & Asset Management,Finance,Company - Private,1001 to 5000 employees,NY
297,111.5,analyst,other,-1.0,0,,-1,Food & Beverage Stores,Retail,Company - Private,1 to 50 employees,NY
298,111.5,other,other,4.4,0,,23,Investment Banking & Asset Management,Finance,Company - Private,1001 to 5000 employees,NY
299,111.5,researcher,other,3.9,0,,10,Investment Banking & Asset Management,Finance,Company - Private,1001 to 5000 employees,NY
300,111.5,analyst,other,4.8,0,,-1,-1,-1,Company - Private,51 to 200 employees,NY
301,107.5,data scientist,senior,3.9,0,,10,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,NY
302,107.5,data scientist,senior,3.6,0,,172,Banks & Credit Unions,Finance,Company - Public,10000+ employees,NJ
303,107.5,analyst,other,5.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,NY
304,107.5,manager,senior,4.9,0,,11,Other Retail Stores,Retail,Company - Private,51 to 200 employees,NY
305,107.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,NY
306,107.5,data scientist,other,1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,NY
307,107.5,analyst,other,-1.0,0,,-1,-1,-1,School / School District,51 to 200 employees,NY
308,107.5,data scientist,senior,3.8,0,,58,Research & Development,Business Services,Company - Private,1001 to 5000 employees,NY
309,107.5,analyst,other,3.4,0,,399,Municipal Governments,Government,Government,10000+ employees,NY
310,107.5,analyst,other,3.2,0,,63,Social Assistance,Non-Profit,Nonprofit Organization,201 to 500 employees,NY
311,107.5,data scientist,senior,4.0,0,,20,IT Services,Information Technology,Company - Private,1 to 50 employees,NJ
312,107.5,data scientist,senior,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,NY
313,107.5,data engineer,other,4.9,0,,8,Advertising & Marketing,Business Services,Company - Private,1 to 50 employees,NY
314,107.5,data scientist,senior,3.4,0,,7,Other Retail Stores,Retail,Company - Public,10000+ employees,NY
315,107.5,data scientist,other,4.8,0,,13,IT Services,Information Technology,Company - Private,1 to 50 employees,NY
316,107.5,data engineer,other,4.4,0,,13,Internet,Information Technology,Company - Private,51 to 200 employees,NY
317,107.5,machine learning engineer,other,4.7,0,,32,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,NJ
318,107.5,data scientist,other,-1.0,0,,-1,-1,-1,Company - Private,201 to 500 employees,NY
319,107.5,data scientist,senior,2.8,0,,26,Advertising & Marketing,Business Services,Company - Private,1001 to 5000 employees,NY
320,107.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,NY
321,107.5,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,NY
322,107.5,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,NY
323,107.5,analyst,other,5.0,0,,-1,Internet,Information Technology,Company - Private,1 to 50 employees,NY
324,107.5,data scientist,senior,3.7,0,,34,IT Services,Information Technology,Company - Private,501 to 1000 employees,NJ
325,107.5,data scientist,senior,4.4,0,,22,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,NY
326,107.5,data scientist,senior,3.4,0,,102,Insurance Agencies & Brokerages,Insurance,Subsidiary or Business Segment,1001 to 5000 employees,NY
327,107.5,data scientist,senior,3.7,0,,173,Insurance Carriers,Insurance,Company - Private,5001 to 10000 employees,NY
328,107.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,NY
329,160.5,data scientist,senior,4.0,0,,111,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NY
330,160.5,analyst,other,2.9,0,,68,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,NY
331,160.5,data scientist,other,2.1,0,,-1,-1,-1,Company - Public,501 to 1000 employees,NJ
332,133.0,data scientist,senior,4.5,0,,9,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,CA
333,133.0,data scientist,other,3.9,0,,23,Computer Hardware & Software,Information Technology,Company - Public,501 to 1000 employees,CA
334,133.0,data scientist,junior,3.8,0,,118,TV Broadcast & Cable Networks,Media,Company - Public,10000+ employees,CA
335,133.0,data scientist,other,3.9,0,,-1,Brokerage Services,Finance,Company - Private,201 to 500 employees,CA
336,133.0,analyst,other,4.0,0,,27,Internet,Information Technology,Company - Public,1001 to 5000 employees,CA
337,133.0,data engineer,other,3.7,0,,9,Financial Analytics & Research,Finance,Company - Private,51 to 200 employees,CA
338,133.0,data scientist,senior,3.9,0,,14,Video Games,Media,Company - Private,501 to 1000 employees,CA
339,133.0,analyst,other,3.1,0,,51,Consulting,Business Services,Nonprofit Organization,501 to 1000 employees,CA
340,133.0,data scientist,other,3.8,0,,17,TV Broadcast & Cable Networks,Media,Company - Private,1001 to 5000 employees,CA
341,133.0,data scientist,other,4.6,0,,6,Video Games,Media,Company - Private,1 to 50 employees,CA
342,133.0,data scientist,other,4.4,0,,12,Internet,Information Technology,Subsidiary or Business Segment,201 to 500 employees,CA
343,133.0,data scientist,other,2.3,0,,21,"Department, Clothing, & Shoe Stores",Retail,Company - Private,51 to 200 employees,CA
344,133.0,data scientist,other,2.9,0,,30,TV Broadcast & Cable Networks,Media,Subsidiary or Business Segment,501 to 1000 employees,CA
345,133.0,data scientist,other,3.6,0,,63,Insurance Carriers,Insurance,Company - Public,10000+ employees,CA
346,133.0,data scientist,other,3.9,0,,64,Aerospace & Defense,Aerospace & Defense,Nonprofit Organization,1001 to 5000 employees,CA
347,133.0,data scientist,other,3.7,0,,10,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,CA
348,133.0,analyst,other,4.7,0,,-1,Research & Development,Business Services,Company - Private,1 to 50 employees,CA
349,133.0,data scientist,other,4.2,0,,10,Research & Development,Business Services,Company - Private,51 to 200 employees,CA
350,133.0,data scientist,senior,4.7,0,,-1,Research & Development,Business Services,Company - Private,1 to 50 employees,CA
351,133.0,data scientist,other,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,CA
352,133.0,analyst,senior,3.4,0,,29,Investment Banking & Asset Management,Finance,Company - Public,501 to 1000 employees,CA
353,133.0,analyst,senior,3.4,0,,14,Internet,Information Technology,Company - Private,201 to 500 employees,CA
354,133.0,data scientist,other,4.2,0,,30,IT Services,Information Technology,Company - Private,1 to 50 employees,CA
355,133.0,data scientist,other,3.2,0,,49,Consulting,Business Services,Company - Public,10000+ employees,CA
356,133.0,data scientist,other,4.5,0,,20,Internet,Information Technology,Company - Public,10000+ employees,CA
357,133.0,data scientist,senior,3.8,0,,8,Internet,Information Technology,Company - Private,1001 to 5000 employees,CA
358,133.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,CA
359,133.0,analyst,other,3.9,0,,42,Video Games,Media,Company - Public,5001 to 10000 employees,CA
360,133.0,data scientist,senior,3.6,0,,7,Internet,Information Technology,Company - Private,1 to 50 employees,CA
361,133.0,data scientist,other,3.5,0,,162,Federal Agencies,Government,Government,10000+ employees,CA
362,146.5,data scientist,senior,3.7,0,,15,Financial Analytics & Research,Finance,Company - Private,51 to 200 employees,CA
363,146.5,data scientist,other,3.2,0,,20,Internet,Information Technology,Company - Private,51 to 200 employees,CA
364,146.5,data scientist,other,-1.0,0,,19,IT Services,Information Technology,Company - Private,1 to 50 employees,CA
365,146.5,data scientist,other,2.4,0,,11,Brokerage Services,Finance,Company - Private,201 to 500 employees,CA
366,146.5,data scientist,other,5.0,0,,-1,-1,-1,Company - Public,-1,CA
367,146.5,data scientist,other,3.9,0,,225,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,CA
368,146.5,data scientist,other,4.2,0,,22,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,CA
369,146.5,data engineer,other,4.7,0,,24,IT Services,Information Technology,Company - Private,51 to 200 employees,CA
370,146.5,analyst,other,3.7,0,,28,Internet,Information Technology,Company - Private,1001 to 5000 employees,CA
371,146.5,data scientist,senior,4.0,0,,101,Motion Picture Production & Distribution,Media,Company - Public,10000+ employees,CA
372,146.5,data scientist,other,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,CA
373,146.5,data scientist,other,2.8,0,,28,Energy,"Oil, Gas, Energy & Utilities",Nonprofit Organization,51 to 200 employees,CA
374,146.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,CA
375,146.5,data scientist,other,3.7,0,,21,TV Broadcast & Cable Networks,Media,Subsidiary or Business Segment,10000+ employees,CA
376,146.5,data scientist,other,3.3,0,,111,Health Care Services & Hospitals,Health Care,Nonprofit Organization,5001 to 10000 employees,CA
377,146.5,analyst,other,3.1,0,,27,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,CA
378,146.5,data scientist,senior,2.5,0,,15,Internet,Information Technology,Company - Private,201 to 500 employees,CA
379,146.5,data scientist,other,3.3,0,,26,Real Estate,Real Estate,Company - Private,51 to 200 employees,CA
380,146.5,data scientist,other,3.0,0,,14,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,CA
381,146.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,1 to 50 employees,CA
382,146.5,data scientist,other,3.5,0,,10,Real Estate,Real Estate,Company - Private,501 to 1000 employees,CA
383,146.5,machine learning engineer,other,3.0,0,,-1,Construction,"Construction, Repair & Maintenance",Company - Private,1 to 50 employees,CA
384,146.5,analyst,other,-1.0,0,,11,Staffing & Outsourcing,Business Services,Self-employed,1 to 50 employees,CA
385,146.5,analyst,other,4.0,0,,9,Logistics & Supply Chain,Transportation & Logistics,Company - Private,51 to 200 employees,CA
386,146.5,analyst,other,5.0,0,,10,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,CA
387,146.5,other,other,3.5,0,,34,Consumer Electronics & Appliances Stores,Retail,Company - Public,1001 to 5000 employees,CA
388,146.5,analyst,other,3.9,0,,93,Investment Banking & Asset Management,Finance,Company - Private,5001 to 10000 employees,CA
389,146.5,other,other,4.9,0,,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,1 to 50 employees,CA
390,146.5,data scientist,senior,3.6,0,,17,Advertising & Marketing,Business Services,Company - Public,51 to 200 employees,CA
391,146.5,machine learning engineer,other,3.6,0,,13,Computer Hardware & Software,Information Technology,Company - Public,1001 to 5000 employees,CA
392,146.5,other,other,4.2,0,,25,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,201 to 500 employees,CA
393,146.5,data scientist,other,3.3,0,,38,Computer Hardware & Software,Information Technology,Company - Public,5001 to 10000 employees,CA
394,146.5,data scientist,other,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,CA
395,146.5,other,other,3.6,0,,32,Enterprise Software & Network Solutions,Information Technology,Company - Private,1001 to 5000 employees,CA
396,146.5,data scientist,other,4.5,0,,11,Transportation Management,Transportation & Logistics,Company - Private,501 to 1000 employees,CA
397,146.5,analyst,other,4.7,0,,-1,Real Estate,Real Estate,Company - Private,51 to 200 employees,CA
398,146.5,data scientist,other,3.1,0,,27,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,CA
399,146.5,machine learning engineer,other,4.6,0,,-1,Social Assistance,Non-Profit,Nonprofit Organization,51 to 200 employees,CA
